Name,Price,Body.Location,Category,Company.Name,Company...Mapping.Location,Company...City,Company...U.S..State,Company...Country,Source,id
Pyle Bluetooth Wireless Blood Pressure Monitor with Arm Cuff,,Arms,Medical,Pyle,"Brooklyn, New York, United States",Brooklyn,New York,United States,Amazon,202
Pyle PHBPB20 Bluetooth Smart Blood Pressure Monitor,,Arms,Medical,Pyle,"Brooklyn, New York, United States",Brooklyn,New York,United States,Amazon,250
Pyle PHRM34 Heart Rate Monitor Watch with Calorie Counter,$22.25,Chest,Fitness,Pyle,"Brooklyn, New York, United States",Brooklyn,New York,United States,Google Results,444
"Pyle PHRM38 Heart Rate Monitor Watch with minimum, Average Heart Rate, Calorie Counter and Target Zones, Black",$21.22,Wrist,Medical,Pyle,"Brooklyn, New York, United States",Brooklyn,New York,United States,Google Results,501
"Pyle PHRM38SL Heart Rate Monitor Watch, Silver",$24.99,Wrist,Medical,Pyle,"Brooklyn, New York, United States",Brooklyn,New York,United States,Google Results,328
Pyle PPDE60 Pedometer with Personalized Calibration for Walking & Runn,$21.32,Waist,Fitness,Pyle,"Brooklyn, New York, United States",Brooklyn,New York,United States,Google Results,526
Pyle PPDM1 Digital Heart Rate Monitor,$39,Wrist,Fitness,Pyle,"Brooklyn, New York, United States",Brooklyn,New York,United States,Google Results,549
Pyle PSBTFS40 Bluetooth Wireless Footpod Fitness & Training Sensor,$52.99,Feet,Fitness,Pyle,"Brooklyn, New York, United States",Brooklyn,New York,United States,Google Results,453
Pyle PSBTHR60 Bluetooth Wireless Sport Training Heart Rate Monitor,$74.99,Chest,Fitness,Pyle,"Brooklyn, New York, United States",Brooklyn,New York,United States,Google Results,469
"Pyle PSBTHR70 Bluetooth Fitness Heart Rate Monitoring Watch with Wireless Data Transmission & Sensor, Blue",$67.88,Wrist,Fitness,Pyle,"Brooklyn, New York, United States",Brooklyn,New York,United States,Google Results,367
Pyle PSLPWMP5 Waterproof Pedometer & Lap/Calorie Counter with MP3 Play,$45.24,Head,Fitness,Pyle,"Brooklyn, New York, United States",Brooklyn,New York,United States,Google Results,419
Pyle Pswmr40gy Sports Mens Marathon Runner Watch W/ Target Time,$30,Wrist,Fitness,Pyle,"Brooklyn, New York, United States",Brooklyn,New York,United States,Google Results,432
"Pyle PSWWM82 Digital Multifunction Sports Watch, Pink PYLPSWWM82PN",$43,Wrist,Lifestyle,Pyle,"Brooklyn, New York, United States",Brooklyn,New York,United States,Google Results,276
"Pyle PSWWM82 Digital Multifunction Sports Watch, Yellow PYLPSWWM82YL",$43,Wrist,Lifestyle,Pyle,"Brooklyn, New York, United States",Brooklyn,New York,United States,Google Results,366
QardioArm Wireless Blood Pressure Monitor (Apple iOS and Android),,Arms,Medical,Qardio,"San Francisco, California, United States",San Francisco,California,United States,Amazon,188
RioRand 5.0 Mega pixels HD 1280x720 Spy Camera Sunglasses with MP3 Player 8GB,,Head,Entertainment,Riorand,"Hong Kong, China",Hong Kong,,China,Amazon,313
Rooti CliMate Environment Tracker (Bright White),,Waist,Lifestyle,Rooti,"Taipei, Taiwan",Taipei,,Taiwan,Amazon,203
Rooti CliMate Environment Tracker (Dawn Yellow),,Waist,Lifestyle,Rooti,"Taipei, Taiwan",Taipei,,Taiwan,Amazon,201
Runtastic - Arm band kit - for Runtastic Orbit,$20.09,Arms,Fitness,Runtastic,"Pasching, Austria",Pasching,,Austria,Google Results,234
Runtastic - Heart Rate Combo Monitor RUNBT1,$69.99,Chest,Fitness,Runtastic,"Pasching, Austria",Pasching,,Austria,Google Results,265
Runtastic - Receiver and Heart Rate Monitor - Heart rate sensor,$59.99,Chest,Fitness,Runtastic,"Pasching, Austria",Pasching,,Austria,Google Results,346
Runtastic Orbit - Activity tracker - monochrome - Bluetooth,$99,Wrist,Lifestyle,Runtastic,"Pasching, Austria",Pasching,,Austria,Google Results,127
Runtastic Orbit Activity Tracker,$119.99,Wrist,Lifestyle,Runtastic,"Pasching, Austria",Pasching,,Austria,Google Results,84
Samsung - Gear Live Smart Watch for Select Android Devices - Black,$199.99,Wrist,Lifestyle,Samsung,"Seoul, South Korea",Seoul,,South Korea,Google Results,3
"Samsung Galaxy Gear 2 - Smart watch - 1.63"" - 4 GB - Bluetooth - 2 Megapixel camera - 2.4 oz - charcoal black",$285,Wrist,Lifestyle,Samsung,"Seoul, South Korea",Seoul,,South Korea,Google Results,112
"Samsung Galaxy Gear 2 Neo - Smart watch - 1.63"" - 4 GB - Bluetooth - 1.9 oz - Charcoal Black",$169,Wrist,Lifestyle,Samsung,"Seoul, South Korea",Seoul,,South Korea,Google Results,13
Samsung Galaxy Gear 2 Neo SM-R381 4GB Mocha Grey Smart Watch,$199.99,Wrist,Lifestyle,Samsung,"Seoul, South Korea",Seoul,,South Korea,Google Results,132
"Samsung Galaxy Gear 2 Neo Smartwatch, Wild Orange",$199.99,Wrist,Lifestyle,Samsung,"Seoul, South Korea",Seoul,,South Korea,Google Results,7
"Samsung Galaxy Gear Fit - Activity tracker - 1.84"" - Bluetooth - 1 oz - charcoal black",$99.99,Wrist,Lifestyle,Samsung,"Seoul, South Korea",Seoul,,South Korea,Google Results,46
Samsung Galaxy Gear Rose Gold - SM-V700 - Digital - Quartz ...,$129.95,Wrist,Lifestyle,Samsung,"Seoul, South Korea",Seoul,,South Korea,Google Results,427
Samsung Galaxy Gear Smartwatch - Retail Packaging - Rose Gold,,Wrist,Lifestyle,Samsung,"Seoul, South Korea",Seoul,,South Korea,Amazon,117
Samsung Galaxy Gear Smartwatch (Jet Black),$119.99,Wrist,Lifestyle,Samsung,"Seoul, South Korea",Seoul,,South Korea,Google Results,574
Samsung Galaxy Gear Smartwatch (Oatmeal Beige),$119.99,Wrist,Lifestyle,Samsung,"Seoul, South Korea",Seoul,,South Korea,Google Results,571
Samsung Galaxy Gear Smartwatch- Retail Packaging - Jet Black,,Wrist,Lifestyle,Samsung,"Seoul, South Korea",Seoul,,South Korea,Amazon,109
Samsung Galaxy Gear Smartwatch- Retail Packaging - Lime Green,$124.95,Wrist,Lifestyle,Samsung,"Seoul, South Korea",Seoul,,South Korea,Google Results,442
Samsung Gear 2 Neo Smartwatch - Black (US Warranty),,Wrist,Lifestyle,Samsung,"Seoul, South Korea",Seoul,,South Korea,Amazon,104
Samsung Gear 2 Neo Smartwatch - Gray (US Warranty),,Wrist,Lifestyle,Samsung,"Seoul, South Korea",Seoul,,South Korea,Amazon,113
Samsung Gear 2 Neo Smartwatch - Orange (US Warranty),,Wrist,Lifestyle,Samsung,"Seoul, South Korea",Seoul,,South Korea,Amazon,125
Samsung Gear 2 Smartwatch - Brown Gold (US Warranty),,Wrist,Lifestyle,Samsung,"Seoul, South Korea",Seoul,,South Korea,Amazon,119
Samsung Gear 2 Smartwatch - Metallic Orange (US Warranty),,Wrist,Lifestyle,Samsung,"Seoul, South Korea",Seoul,,South Korea,Amazon,124
Samsung Gear 2 Smartwatch - Silver/Black (US Warranty),,Wrist,Lifestyle,Samsung,"Seoul, South Korea",Seoul,,South Korea,Amazon,108
Samsung Gear 2 Smartwatch - SilverBlack - Titan Silver,$299.99,Wrist,Lifestyle,Samsung,"Seoul, South Korea",Seoul,,South Korea,Google Results,333
Samsung Gear Fit Fitness Tracker and Smartwatch for Samsung Devices (US Warranty) - Black,,Wrist,Fitness,Samsung,"Seoul, South Korea",Seoul,,South Korea,Amazon,8
"Samsung Gear Live - Smart watch - 1.63"" - 4 GB - Bluetooth - 2.1 oz - black",$199.99,Wrist,Lifestyle,Samsung,"Seoul, South Korea",Seoul,,South Korea,Google Results,154
Samsung Gear Live Smartwatch for Android Devices - Retail Packaging - Black,,Wrist,Lifestyle,Samsung,"Seoul, South Korea",Seoul,,South Korea,Amazon,116
Samsung Gear S in White,$349.99,Wrist,Lifestyle,Samsung,"Seoul, South Korea",Seoul,,South Korea,Google Results,4
"Samsung Gear S Smartwatch, Black 4GB (AT&T)",,Wrist,Lifestyle,Samsung,"Seoul, South Korea",Seoul,,South Korea,Amazon,118
Samsung Gear(tm) Fit Band in Red,$49.99,Wrist,Lifestyle,Samsung,"Seoul, South Korea",Seoul,,South Korea,Google Results,90
Samsung Gear2 Neo Smart Watch Mocha GREY Smartwatch,$199.99,Wrist,Lifestyle,Samsung,"Seoul, South Korea",Seoul,,South Korea,Google Results,24
Samsung S3 becomes wearable camera: iMountZ 2 with 170??_fish eye lenz,,Head,Entertainment,Samsung,"Seoul, South Korea",Seoul,,South Korea,Amazon,275
Samsung Sm-r3800gnaxar Gear 2 Smartwatch - Brown,$299.99,Wrist,Lifestyle,Samsung,"Seoul, South Korea",Seoul,,South Korea,Google Results,134
Samsung Sm-r3800moaxar Gear 2 Smartwatch - Metallic,$299.99,Wrist,Lifestyle,Samsung,"Seoul, South Korea",Seoul,,South Korea,Google Results,378
Scosche BLECS Bluetooth Smart Heart Rate Chest Strap,$19.99,Chest,Fitness,Scosche,"Oxnard, California, United States",Oxnard,California,United States,Google Results,439
Shippingsmart bracelet bluetooth wearable tracking device waterproof p,$125,Wrist,Lifestyle,Micgrand,"Guangdong, China",Guangdong,,China,Google Results,372
Skechers Go Run SK11 Go Run 2.4 GHz (Black/Silver),$48.99,Wrist,Fitness,Skechers,"Manhattan Beach, California, United States",Manhattan Beach,California,United States,Google Results,486
Skechers Go Walk SK2 Classic Strapless Heart Rate Monitor with Calorie Counter L,$29.99,Wrist,Fitness,Skechers,"Manhattan Beach, California, United States",Manhattan Beach,California,United States,Google Results,464
Skechers GOwalk Heart Rate Monitor Fitwatch - Blue,$69.99,Wrist,Fitness,Skechers,"Manhattan Beach, California, United States",Manhattan Beach,California,United States,Google Results,392
"Skechers SK10 Go Walk Heart Rate Monitor Pulsebandz, Black/Silver",$21.58,Wrist,Fitness,Skechers,"Manhattan Beach, California, United States",Manhattan Beach,California,United States,Google Results,525
"Skechers SK23 Go Walk Activity Tracker/Sleep Monitor, Cranberry",$60.19,Wrist,Fitness,Skechers,"Manhattan Beach, California, United States",Manhattan Beach,California,United States,Google Results,262
"Smart Health Walking Fit Small Heart Rate Watch, Black",$19.99,Wrist,Fitness,Smarthealth,"Fremont, California, United States",Fremont,California,United States,Google Results,479
Smartwatch G2 MTSWG2BS,$79.99,Wrist,Lifestyle,Mota,"San Jose, California, United States",San Jose,California,United States,Google Results,404
Smartwatch G2 MTSWG2WL,$79.99,Wrist,Lifestyle,Mota,"San Jose, California, United States",San Jose,California,United States,Google Results,438
Sony AS30V High Definition POV Action Video Camera HDR-AS30V,,Head,Entertainment,Sony,"Tokyo, Japan",Tokyo,,Japan,Amazon,78
"Sony Classic Band Set for SWR10 SmartBand (Black/Blue/Orange, Small)",$28.99,Wrist,Lifestyle,Sony,"Tokyo, Japan",Tokyo,,Japan,Google Results,546
"Sony Fashion Band Set for SWR10 SmartBand (White/Green/Pink, Small)",$29.99,Wrist,Lifestyle,Sony,"Tokyo, Japan",Tokyo,,Japan,Google Results,579
Sony HDR-AS100VR POV Action Video Camera with Live View Remote (White),,Wrist,Entertainment,Sony,"Tokyo, Japan",Tokyo,,Japan,Amazon,79
Sony HDR-AS15 Action Video Camera (Black),,Head,Entertainment,Sony,"Tokyo, Japan",Tokyo,,Japan,Amazon,88
"Sony HDR-AS30V Digital Hd Action Video Camera, Black",$179.99,Head,Entertainment,Sony,"Tokyo, Japan",Tokyo,,Japan,Google Results,457
Sony HDRAS100V/W Video Camera (White),,Head,Entertainment,Sony,"Tokyo, Japan",Tokyo,,Japan,Amazon,75
Sony MN2SW Smartwatch MN2,$148,Wrist,Lifestyle,Sony,"Tokyo, Japan",Tokyo,,Japan,Google Results,61
Sony Mobile Sw2 Smartwatch 2 Black Metal Retail Box 1274-8109 12748109,$199.99,Head,Lifestyle,Sony,"Tokyo, Japan",Tokyo,,Japan,Google Results,397
Sony Smart Watch SW2 for Android Phones,,Wrist,Lifestyle,Sony,"Tokyo, Japan",Tokyo,,Japan,Amazon,114
Sony SmartWatch US version 1 Android Bluetooth USB Retail Box,,Wrist,Lifestyle,Sony,"Tokyo, Japan",Tokyo,,Japan,Amazon,120
Sony SW2 Black Smartwatch 2,$124.95,Wrist,Lifestyle,Sony,"Tokyo, Japan",Tokyo,,Japan,Google Results,30
Spark Fun Electronics Arduino Lilypad Microcontroller Simple Board,$16.96,Wrist,Entertainment,Sparkfun Electronics,"Niwot, Colorado, United States",Niwot,Colorado,United States,Google Results,506
Spark Fun Electronics Lilypad Accelerometer ADXL335,$14.95,Arms,,Sparkfun Electronics,"Niwot, Colorado, United States",Niwot,Colorado,United States,Google Results,91
Sportline 1369650 Step and Distance Pedometer,$14,Waist,Fitness,Sportline,"Elmsford, New York, United States",Elmsford,New York,United States,Google Results,488
Sportline 4360011 Solo 915 Heart Rate Watch Womens,$42,Wrist,Fitness,Sportline,"Elmsford, New York, United States",Elmsford,New York,United States,Google Results,476
Sportline CARDIO 630 (Mens) - Activity tracker - monochrome - black - with heart rate sensor,$49.99,Wrist,Fitness,Sportline,"Elmsford, New York, United States",Elmsford,New York,United States,Google Results,450
Sportline CARDIO 630 (Women) - Activity tracker - monochrome - gray - with heart rate sensor,$37.68,Wrist,Fitness,Sportline,"Elmsford, New York, United States",Elmsford,New York,United States,Google Results,527
Sportline CARDIO 660 (Mens) - Activity tracker - monochrome - black - with heart rate sensor,$42.43,Wrist,Fitness,Sportline,"Elmsford, New York, United States",Elmsford,New York,United States,Google Results,548
Sportline DS Pedometer SP345DS,$24.99,Waist,Fitness,Sportline,"Elmsford, New York, United States",Elmsford,New York,United States,Google Results,514
Sportline DUO 1060 (Womens) - Activity tracker - monochrome - white - with heart rate sensor,$75.99,Wrist,Fitness,Sportline,"Elmsford, New York, United States",Elmsford,New York,United States,Google Results,37
Sportline Men's Cardio Connect Heart Rate Monitor SP1088BK,$49.95,Chest,Medical,Sportline,"Elmsford, New York, United States",Elmsford,New York,United States,Google Results,356
Sportline SOLO 925 (Mens) - Activity tracker - monochrome - black,$56.31,Wrist,Fitness,Sportline,"Elmsford, New York, United States",Elmsford,New York,United States,Google Results,51
Sportline SOLO 925 (Womens) - Activity tracker - monochrome - pink,$59.99,Wrist,Fitness,Sportline,"Elmsford, New York, United States",Elmsford,New York,United States,Google Results,369
Sportline SOLO 965 (Mens) - Activity tracker - black,$54.95,Wrist,Fitness,Sportline,"Elmsford, New York, United States",Elmsford,New York,United States,Google Results,21
Sportline SP1045BK EB Brands Duo 1025 Mens Heart Rate Monitor,$65.87,Wrist,Fitness,Sportline,"Elmsford, New York, United States",Elmsford,New York,United States,Google Results,515
Sportline SP1921BK Solo 915 Heart Rate Watch Mens,$38.99,Wrist,Fitness,Sportline,"Elmsford, New York, United States",Elmsford,New York,United States,Google Results,550
Sportline Women's Cardio Coded Heart Rate Monitor SP1449WH,$45.30,Wrist,Fitness,Sportline,"Elmsford, New York, United States",Elmsford,New York,United States,Google Results,552
Sportline WV1451BK Snapshot Pedometer Heart Rate Monitor,$24.99,Waist,Fitness,Sportline,"Elmsford, New York, United States",Elmsford,New York,United States,Google Results,498
Sportline WV1916SL 370 Traq Pedometer,$25.95,Wrist,Fitness,Sportline,"Elmsford, New York, United States",Elmsford,New York,United States,Google Results,417
Spy Spot TT8850 Real Time Mini Portable GPS Tracker GPS Tracking Device Gl 200 Micro Tracker,,Waist,Entertainment,Spy Spot,"Deerfield Beach, Florida, United States",Deerfield Beach,Florida,United States,Amazon,130
Striiv Fusion Band,$99.99,Wrist,Lifestyle,Striiv,"Redwood City, California, United States",Redwood City,California,United States,Google Results,389
Striiv Touch Fitness Smart Wrist - Black STRV010040A,$79.99,Wrist,Fitness,Striiv,"Redwood City, California, United States",Redwood City,California,United States,Google Results,27
"SunFriend Personal UV Monitor, Black",,Wrist,Medical,Sunfriend,"College Park, Maryland, United States",College Park,Maryland,United States,Amazon,197
"SunFriend Personal UV Monitor, Citrus Orange",,Wrist,Medical,Sunfriend,"College Park, Maryland, United States",College Park,Maryland,United States,Amazon,199
"SunFriend Personal UV Monitor, Grey Mist",,Wrist,Lifestyle,Sunfriend,"College Park, Maryland, United States",College Park,Maryland,United States,Amazon,205
SunSprite Wearable Light Tracker,,Waist,Entertainment,Sunsprite,"Boston, Massachusetts, United States",Boston,Massachusetts,United States,Amazon,198
"Tagg GPS Pet Tracker - Dog and Cat Collar Attachment, White",,Neck,Pets and Animals,Tagg,"San Diego, California, United States",San Diego,California,United States,Amazon,163
Tile for iOS - For Finding Anything and Everything (Retail Packaging),,Waist,Lifestyle,Tile,"San Mateo, California, United States",San Mateo,California,United States,Amazon,148
TomTom Comfort Strap - Turquoise,$29.95,Wrist,Lifestyle,Tomtom,"Amsterdam, Netherlands",Amsterdam,,Netherlands,Google Results,396
"TomTom Comfort Strap, Dark Pink",$24.99,Wrist,,Tomtom,"Amsterdam, Netherlands",Amsterdam,,Netherlands,Google Results,42
"TomTom Fitness Comfort Watchband, Turquoise",$11.99,Wrist,Fitness,Tomtom,"Amsterdam, Netherlands",Amsterdam,,Netherlands,Google Results,240
TomTom Multi-Sport Cardio + Cycle GPS Watch with HRM 15167948,$269.99,Wrist,Fitness,Tomtom,"Amsterdam, Netherlands",Amsterdam,,Netherlands,Google Results,338
TomTom Runner GPS Watch (Grey),,Wrist,Fitness,Tomtom,"Amsterdam, Netherlands",Amsterdam,,Netherlands,Amazon,63
Trackimo TRK-2 GPS Tracking Device,,Waist,Lifestyle,Trackimo,"New York City, New York, United States",New York City,New York,United States,Amazon,140
"Tractive Dog Collar with Safety Interlock Buckle, Large",,Neck,Pets and Animals,Tractive,"Pasching, Austria",Pasching,,Austria,Amazon,173
Tractive GPS Pet Tracker,,Neck,Pets and Animals,Tractive,"Pasching, Austria",Pasching,,Austria,Amazon,170
Tractive Motion Pet Activity Tracker,,Neck,Pets and Animals,Tractive,"Pasching, Austria",Pasching,,Austria,Amazon,171
Trax Personal GPS Tracker (Blue),,Waist,Lifestyle,Trax,"Stockholm, Sweden",Stockholm,,Sweden,Amazon,138
Trax Personal GPS Tracker (Green),,Waist,Lifestyle,Trax,"Stockholm, Sweden",Stockholm,,Sweden,Amazon,147
Trax Personal GPS Tracker (Orange),,Waist,Lifestyle,Trax,"Stockholm, Sweden",Stockholm,,Sweden,Amazon,145
Trax Personal GPS Tracker (Raspberry Red),,Waist,Lifestyle,Trax,"Stockholm, Sweden",Stockholm,,Sweden,Amazon,137
Trionic Steampunk Ear Wearable Hearing Aid Wood Jewelry Realistic Tech Costume Prop Life Size,$59.99,Head,Medical,Trionic,"Glendale, California, United States",Glendale,California,United States,Google Results,242
UP 24 by Jawbone - Bluetooth Enabled - Large - Retail Packaging - Onyx,,Wrist,Lifestyle,Jawbone,"San Francisco, California, United States",San Francisco,California,United States,Amazon,16
UP 24 by Jawbone - Bluetooth Enabled - Medium - Retail Packaging - Onyx,,Wrist,Lifestyle,Jawbone,"San Francisco, California, United States",San Francisco,California,United States,Amazon,7
UP 24 by Jawbone - Bluetooth Enabled - Small - Retail Packaging - Onyx,,Wrist,Lifestyle,Jawbone,"San Francisco, California, United States",San Francisco,California,United States,Amazon,19
V.ALRT VSN400 Personal Emergency Response Device,,Wrist,Lifestyle,VSN Mobil,"Fort Lauderdale, Florida, United States",Fort Lauderdale,Florida,United States,Amazon,131
Veho Muvi Pro Micro DV Camcorder with 4 GB Micro SD,,Head,Entertainment,Veho,"Southampton Hampshire, United Kingdom",Southampton Hampshire,,United Kingdom,Amazon,263
Veho VCC-003-MUVI-BLK MUVI Micro digital camcorder for Action Sports/Surveillance (Includes 2Gb Memory),,Head,Entertainment,Veho,"Southampton Hampshire, United Kingdom",Southampton Hampshire,,United Kingdom,Amazon,264
Veho VCC-005-MUVI-HD10 Muvi HD 1080p Mini Handsfree Camcorder with Remote Control and Wide Angle Lens (4GB Memory...,,Wrist,Entertainment,Veho,"Southampton Hampshire, United Kingdom",Southampton Hampshire,,United Kingdom,Amazon,272
Veho VCC-005-MUVI-NPNG MUVI HD Mini Handsfree ActionCam with Waterproof Case and 8 GB Memory - No Proof No Glory...,,Head,Entertainment,Veho,"Southampton Hampshire, United Kingdom",Southampton Hampshire,,United Kingdom,Amazon,266
Vievu2 Body Worn Camera,,Chest,Entertainment,Vievu,"Seattle, Washington, United States",Seattle,Washington,United States,Amazon,277
VIONIC with Orthaheel Technology Bedford Slide On Mule Women's Clog Shoes,$79.95,Feet,,Vionic,"San Rafael, California, United States",San Rafael,California,United States,Google Results,209
Vivitar DVR785HD-BLU 5MP Pro Waterproof Action Camcorder with Case and Mounts Video Camera with 2-Inch LCD Screen...,,Head,Entertainment,Vivitar,"Edison, New Jersey, United States",Edison,New Jersey,United States,Amazon,84
Vivitar DVR785HD-BLU-AMZ Mini Sport Digital Video Camera with 2-Inch LCD with Touchscreen - Colors May Vary,,Head,Entertainment,Vivitar,"Edison, New Jersey, United States",Edison,New Jersey,United States,Amazon,91
"Vivitar DVR787HD-BLK-INT Action Digital Video Camera with 2-Inch LCD, Black",,Head,Entertainment,Vivitar,"Edison, New Jersey, United States",Edison,New Jersey,United States,Amazon,83
"Vuzix 418T00011 Wrap 1200DX Digital Video Eyewear, Black",$81.87,Head,Gaming,Vuzix,"Rochester, New York, United States",Rochester,New York,United States,Google Results,1
Vuzix Corp. Wrap Lightshield,,Head,Entertainment,Vuzix,"Rochester, New York, United States",Rochester,New York,United States,Amazon,98
Vuzix M100 Smart Glasses (Grey),,Head,Entertainment,Vuzix,"Rochester, New York, United States",Rochester,New York,United States,Amazon,94
Vuzix M100 Smart Glasses (White),,Head,Entertainment,Vuzix,"Rochester, New York, United States",Rochester,New York,United States,Amazon,100
Vuzix Wrap 310XL Widescreen Video Iwear Eyewear Glasses,,Head,Entertainment,Vuzix,"Rochester, New York, United States",Rochester,New York,United States,Amazon,96
Wearable Mini Helmet Camera Action Video Dv DVR Pocket Outdoor Sport Sell Well,,Head,Entertainment,Outdoor Sports,"Wilton, Connecticut, United States",Wilton,Connecticut,United States,Amazon,283
Wearable smart watch phone smart wristwatch smart phone with fitness t China,$98.53,Wrist,Fitness,,Not Found,Not Found,,,Google Results,92
Wearable Talker,$177.57,Wrist,Entertainment,,Not Found,Not Found,,,Google Results,33
Whistle Activity Monitor For Dogs,,Neck,Pets and Animals,Whistle,"San Francisco, California, United States",San Francisco,California,United States,Amazon,164
Whistle BK897541 WhistleTM Wireless Activity Monitor for Dogs,$99.99,Neck,Pets and Animals,Whistle,"San Francisco, California, United States",San Francisco,California,United States,Google Results,36
Wiseup 1280x720 HD Sport Eyewear Sun Glasses Camera Hidden Camera DVR w/ 170??_ Wide View,,Head,Entertainment,Wiseup,,N/A,,,Amazon,298
Wiseup 8GB 1280x720P HD Eyeware Glasses Camera Hidden Camera Covert Camera Mini DVR,,Head,Entertainment,Wiseup,,N/A,,,Amazon,306
Withings Pulse Activity Sleep/Heart Rate Monitor 70011803,$99.95,Chest,Fitness,Withings,"Issy-les-Moulineaux, France",Issy-les-Moulineaux,,France,Google Results,321
Withings Pulse O2 - Activity tracker - Bluetooth - 0.3 oz - black,$119.99,Wrist,Fitness,Withings,"Issy-les-Moulineaux, France",Issy-les-Moulineaux,,France,Google Results,55
"Withings Pulse O2 Activity, Sleep, and Heart Rate + SPO2 Tracker for iOS and Android",,Wrist,Fitness,Withings,"Issy-les-Moulineaux, France",Issy-les-Moulineaux,,France,Amazon,15
"Withings Smart Blood Pressure Monitor (for iPhone, iPad and iPod touch)",,Arms,Medical,Withings,"Issy-les-Moulineaux, France",Issy-les-Moulineaux,,France,Amazon,200
Withings Wireless Blood Pressure Monitor for Apple and Android,,Arms,Medical,Withings,"Issy-les-Moulineaux, France",Issy-les-Moulineaux,,France,Amazon,185
X-doria KidFit / Health and Fitness - Blue,$39,Wrist,Fitness,X-Doria,"Los Angeles, California, United States",Los Angeles,California,United States,Google Results,406
Yes Watch KUNDALINI WTCH w/MIRROR POLISH FINSH,$850,Wrist,Lifestyle,Yes,"La Jolla, California, United States",La Jolla,California,United States,Google Results,555
"YOO1 Activity Tracker with Trackit Jacket, Raspberry",$24.99,Waist,Lifestyle,Yoo,"Ridgefield, Connecticut, United States",Ridgefield,Connecticut,United States,Google Results,365
Zepp Golf 3D Swing Analyzer,,Hands,Gaming,Zepp,"Los Gatos, California, United States",Los Gatos,California,United States,Amazon,176
Zoombak ZMBK346 Advanced GPS Universal Locator,,Waist,Lifestyle,Zoombak,"Cary, North Carolina, United States",Cary,North Carolina,United States,Amazon,143